locus_id,accession,gene_gi,scaffold_id,start,stop,strand,gene_id,gene_name,gene_desc,cog,cog_fun,cog_desc,tigr_fam,tigr_roles,go,ec,ec_desc
208904,YP_012585.1,46581777.0,1944,3550052,3548478,-,DVU3376,DVU3376,sulfatase family protein (TIGR),COG2194,R,"Predicted membrane-associated, metal-dependent hydrolase",,,"GO:0008152,GO:0016021,GO:0008484",,
208905,YP_012586.1,46581778.0,1944,3550432,3550058,-,DVU3377,dgkA,diacylglycerol kinase (TIGR),COG818,M,Diacylglycerol kinase,,,"GO:0008654,GO:0016020,GO:0004143",2.7.1.107,Diacylglycerol kinase.
208906,YP_012587.1,46581779.0,1944,3550996,3550535,-,DVU3378,DVU3378,YbaK/EbsC protein (TIGR),COG2606,S,Uncharacterized conserved protein,,,,,
208907,YP_012588.1,46581780.0,1944,3553810,3551477,-,DVU3379,DVU3379,ribonucleoside-diphosphate reductase (TIGR),COG209,F,"Ribonucleotide reductase, alpha subunit","TIGR02504 ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent","Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism","GO:0006260,GO:0005971,GO:0000166,GO:0016960,GO:0005515,GO:0031419",1.17.4.1,Ribonucleoside-diphosphate reductase.
208908,YP_012589.1,46581781.0,1944,3554045,3553923,-,DVU3380,DVU3380,hypothetical protein (TIGR),,,,,,,,
208909,YP_012590.1,46581782.0,1944,3555729,3554350,-,DVU3381,ntrC,transcriptional regulatory protein zraR (TIGR),COG2204,T,"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",,,"GO:0000160,GO:0006355,GO:0005622,GO:0005524,GO:0008134,GO:0000156,GO:0017111,GO:0003700",,
208910,YP_012591.1,46581783.0,1944,3557770,3555731,-,DVU3382,zraS,sensor protein ZraS (TIGR),COG5002,T,Signal transduction histidine kinase,TIGR00229 PAS domain S-box protein,Regulatory functions:Small molecule interactions,"GO:0018106,GO:0006355,GO:0000160,GO:0016020,GO:0000155,GO:0005524","2.7.13.3,2.7.3.-","Histidine kinase.,"
208912,YP_012593.1,46581785.0,1944,3558362,3558883,+,DVU3384,zraP,zinc resistance-associated protein (TIGR),,,,,,,,
208914,YP_012595.1,46581787.0,1944,3560830,3559448,-,DVU3386,DVU3386,"permease, putative (TIGR)",,,,,,,,
208915,YP_012596.1,46581788.0,1944,3562515,3561502,-,DVU3387,DVU3387,hypothetical protein (TIGR),,,,,,,,
208916,YP_012597.1,46581789.0,1944,3563510,3562683,-,DVU3388,DVU3388,"lipoprotein, putative (TIGR)",,,,,,"GO:0006508,GO:0016020,GO:0004222,GO:0008270",3.4.24.-,
208917,YP_012598.1,46581790.0,1944,3563643,3565925,+,DVU3389,topA,DNA topoisomerase I (TIGR),COG550,L,Topoisomerase IA,TIGR01051 DNA topoisomerase I [topA],"DNA metabolism:DNA replication, recombination, and repair","GO:0006268,GO:0006304,GO:0006265,GO:0005694,GO:0003917",5.99.1.2,DNA topoisomerase.
11399249,,,1944,3567015,3566161,-,,Protein-coding gene,,,,,,,,,
208921,YP_012601.1,46581793.0,1944,3567474,3568817,+,DVU3392,glnA,"glutamine synthetase, type I (TIGR)",COG174,E,Glutamine synthetase,,,"GO:0006542,GO:0009399,GO:0005737,GO:0004356",6.3.1.2,Glutamate--ammonia ligase.
208922,YP_012602.1,46581794.0,1944,3569081,3568857,-,DVU3393,DVU3393,hypothetical protein (TIGR),,,,,,,,
208923,YP_012603.1,46581795.0,1944,3569082,3569261,+,DVU3394,DVU3394,hypothetical protein (TIGR),,,,,,,,
208924,YP_012604.1,46581796.0,1944,3570714,3569404,-,DVU3395,DVU3395,"peptidase, M23/M37 family (TIGR)",COG739,M,Membrane proteins related to metalloendopeptidases,,,"GO:0006508,GO:0004222",3.4.24.-,
209721,YP_009041.1,46562244.0,1945,872,699,-,DVUA0001,DVUA0001,hypothetical protein (TIGR),,,,,,,,
209720,YP_009042.1,46562243.0,1945,871,1689,+,DVUA0002,soj,ParA family protein (TIGR),COG1192,D,ATPases involved in chromosome partitioning,,,"GO:0009236,GO:0042242",,
209719,YP_009043.1,46562242.0,1945,1740,5135,+,DVUA0003,DVUA0003,hypothetical protein (TIGR),,,,,,"GO:0006810,GO:0005488",,
209718,YP_009044.1,46562241.0,1945,5490,5843,+,DVUA0004,DVUA0004,"DNA-binding protein HU, putative (TIGR)",COG776,L,Bacterial nucleoid DNA-binding protein,,,GO:0003677,,
408368,YP_009045.1,46562272.0,1945,7433,6498,-,DVUA0005,DVUA0005,universal stress protein family (TIGR),,,,,,GO:0006950,,
209717,YP_009046.1,46562240.0,1945,8451,7456,-,DVUA0006,mgtE,"magnesium transporter MgtE, putative (TIGR)",COG2239,P,Mg/Co/Ni transporter MgtE (contains CBS domain),,,"GO:0006812,GO:0008152,GO:0003824,GO:0008324",,
209716,YP_009047.1,46562239.0,1945,10445,8901,-,DVUA0007,nifB,nitrogenase cofactor biosynthesis protein NifB (TIGR),COG2896,H,Molybdenum cofactor biosynthesis enzyme,,,"GO:0008152,GO:0003824,GO:0051536",,
209715,YP_009048.1,46562238.0,1945,11972,10458,-,DVUA0008,nifN,"nitrogenase molybdenum-iron cofactor biosynthesis protein NifN, putative (TIGR)",COG2710,C,"Nitrogenase molybdenum-iron protein, alpha and beta chains",,,"GO:0001539,GO:0009399,GO:0006118,GO:0006935,GO:0016612,GO:0016020,GO:0016613,GO:0016611,GO:0016735,GO:0003774,GO:0016163,GO:0016733,GO:0016734",1.18.6.1,Nitrogenase.
408369,YP_009049.1,46562237.0,1945,13665,11959,-,DVUA0009,nifE,nitrogenase MoFe cofactor biosynthesis protein NifE domain protein (TIGR),COG2710,C,"Nitrogenase molybdenum-iron protein, alpha and beta chains",TIGR01283 nitrogenase MoFe cofactor biosynthesis protein NifE [nifE],Central intermediary metabolism:Nitrogen fixation,"GO:0006118,GO:0006461,GO:0009399,GO:0016611,GO:0016612,GO:0016613,GO:0005515,GO:0016163,GO:0016733,GO:0016734,GO:0016735",1.18.6.1,Nitrogenase.
209713,YP_009050.1,46562236.0,1945,14610,14308,-,DVUA0010,DVUA0010,"ferredoxin, 2fe-2s (TIGR)",COG3411,C,Ferredoxin,,,,,
209712,YP_009051.1,46562235.0,1945,16186,14801,-,DVUA0011,nifK,nitrogenase molybdenum-iron protein beta chain (TIGR),COG2710,C,"Nitrogenase molybdenum-iron protein, alpha and beta chains",TIGR01286 nitrogenase molybdenum-iron protein beta chain [nifK],Central intermediary metabolism:Nitrogen fixation,"GO:0006118,GO:0009399,GO:0016612,GO:0016613,GO:0016611,GO:0016735,GO:0016163,GO:0016733,GO:0016734",1.18.6.1,Nitrogenase.
209711,YP_009052.1,46562234.0,1945,17851,16223,-,DVUA0012,nifD,nitrogenase molybdenum-iron protein alpha chain (TIGR),COG2710,C,"Nitrogenase molybdenum-iron protein, alpha and beta chains","TIGR01282 nitrogenase molybdenum-iron protein alpha chain [nifD],TIGR01862 nitrogenase component I, alpha chain",Central intermediary metabolism:Nitrogen fixation,"GO:0006118,GO:0009399,GO:0016612,GO:0016613,GO:0016611,GO:0016735,GO:0051536,GO:0016163,GO:0016733,GO:0016734",1.18.6.1,Nitrogenase.
209710,YP_009053.1,46562233.0,1945,18258,17863,-,DVUA0013,glnB-2,nitrogen regulatory protein P-II (TIGR),COG347,E,Nitrogen regulatory protein PII,,,"GO:0006808,GO:0030234",,
209709,YP_009054.1,46562232.0,1945,18594,18268,-,DVUA0014,glnB-3,nitrogen regulatory protein P-II (TIGR),COG347,E,Nitrogen regulatory protein PII,,,"GO:0006808,GO:0030234",,
209708,YP_009055.1,46562231.0,1945,19710,18877,-,DVUA0015,nifH,nitrogenase iron protein (TIGR),COG1348,P,Nitrogenase subunit NifH (ATPase),TIGR01287 nitrogenase iron protein [nifH],Central intermediary metabolism:Nitrogen fixation,"GO:0006118,GO:0009399,GO:0006810,GO:0016613,GO:0016020,GO:0016612,GO:0016611,GO:0016734,GO:0016163,GO:0005524,GO:0016733,GO:0005215,GO:0016735",1.18.6.1,Nitrogenase.
408370,YP_009056.1,46562270.0,1945,20468,21622,+,DVUA0016,nifV,homocitrate synthase (TIGR),COG119,E,Isopropylmalate/homocitrate/citramalate synthases,,,"GO:0008152,GO:0019752,GO:0016829,GO:0046912",2.3.3.14,Homocitrate synthase.
11399250,,,1945,22207,21989,-,,Protein-coding gene,,,,,,,,,
209705,YP_009059.1,46562228.0,1945,22786,24444,+,DVUA0019,DVUA0019,"type II DNA modification methyltransferase, putative (TIGR)",,,,,,"GO:0032259,GO:0006306,GO:0008170,GO:0008168,GO:0003677,GO:0003676",,
209704,YP_009060.1,46562227.0,1945,24444,25184,+,DVUA0020,DVUA0020,"type II restriction endonuclease, putative (TIGR)",,,,,,"GO:0009307,GO:0003677,GO:0009036",3.1.21.4,Type II site-specific deoxyribonuclease.
11399251,,,1945,26583,25339,-,,Protein-coding gene,,COG1266,R,Predicted metal-dependent membrane protease,TIGR03008 CAAX prenyl protease-related protein,Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,,
209702,YP_009061.1,46562226.0,1945,27693,26632,-,DVUA0021,DVUA0021,conserved hypothetical protein (TIGR),COG1566,V,Multidrug resistance efflux pump,,,"GO:0009306,GO:0016020,GO:0008565",,
209701,YP_009062.1,46562225.0,1945,28388,27702,-,DVUA0022,DVUA0022,"ABC transporter, ATP-binding protein (TIGR)",COG1136,V,"ABC-type antimicrobial peptide transport system, ATPase component",,,"GO:0006810,GO:0005524,GO:0016887",3.6.3.-,
209700,YP_009063.1,46562224.0,1945,29617,28487,-,DVUA0023,DVUA0023,"ABC transporter, permease protein, putative (TIGR)",COG577,V,"ABC-type antimicrobial peptide transport system, permease component",,,GO:0016020,,
209699,YP_009064.1,46562223.0,1945,30828,29689,-,DVUA0024,atoC,sigma-54 interaction domain protein (TIGR),,,,,,"GO:0000160,GO:0006355,GO:0005622,GO:0003700,GO:0008134,GO:0005524,GO:0017111",,
209698,YP_009065.1,46562222.0,1945,31241,30780,-,DVUA0025,DVUA0025,response regulator receiver domain protein (TIGR),,,,,,"GO:0006355,GO:0000160,GO:0000156,GO:0003677",2.7.3.-,
209694,YP_009068.1,46562219.0,1945,31587,31997,+,DVUA0028,DVUA0028,hypothetical protein (TIGR),,,,,,,,
209693,YP_009069.1,46562218.0,1945,32798,32118,-,DVUA0029,DVUA0029,hypothetical protein (TIGR),,,,,,,,
209692,YP_009070.1,46562217.0,1945,33321,34022,+,DVUA0030,DVUA0030,hypothetical protein (TIGR),,,,TIGR02595 PEP-CTERM putative exosortase interaction domain,Cell envelope:Surface structures,,,
209691,YP_009071.1,46562216.0,1945,35583,34717,-,DVUA0031,DVUA0031,hypothetical protein (TIGR),,,,TIGR02595 PEP-CTERM putative exosortase interaction domain,Cell envelope:Surface structures,,,
209690,YP_009072.1,46562215.0,1945,36568,35708,-,DVUA0032,DVUA0032,hypothetical protein (TIGR),,,,TIGR02595 PEP-CTERM putative exosortase interaction domain,Cell envelope:Surface structures,,,
209688,YP_009074.1,46562213.0,1945,40223,37254,-,DVUA0034,DVUA0034,conserved domain protein (TIGR),COG476,H,Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,,,"GO:0006118,GO:0016491,GO:0003824",,
11399252,,,1945,40510,41073,+,,Protein-coding gene,,,,,,,,,
209686,YP_009076.1,46562211.0,1945,41239,43986,+,DVUA0036,DVUA0036,TPR domain protein (TIGR),COG2956,G,Predicted N-acetylglucosaminyl transferase,,,GO:0005488,,
209685,YP_009077.1,46562210.0,1945,44190,45644,+,DVUA0037,DVUA0037,sugar transferase domain protein (TIGR),COG2148,M,Sugar transferases involved in lipopolysaccharide synthesis,"TIGR03013 sugar transferase, PEP-CTERM system associated,TIGR03025 exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase",,"GO:0006508,GO:0004197",,
209684,YP_009078.1,46562209.0,1945,45644,46450,+,DVUA0038,b0983,capsular polysaccharide transport protein (TIGR),COG1596,M,Periplasmic protein involved in polysaccharide export,,,"GO:0015774,GO:0016020,GO:0015159,GO:0004872",,
209683,YP_009079.1,46562208.0,1945,46451,47953,+,DVUA0039,DVUA0039,chain length determinant family protein (TIGR),COG3206,M,Uncharacterized protein involved in exopolysaccharide biosynthesis,"TIGR03007 polysaccharide chain length determinant protein, PEP-CTERM locus subfamily",Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,"GO:0009103,GO:0016020",,
209682,YP_009080.1,46562207.0,1945,47964,49082,+,DVUA0040,DVUA0040,"polysaccharide biosynthesis protein, putative (TIGR)",COG489,D,ATPases involved in chromosome partitioning,"TIGR01007 capsular exopolysaccharide family,TIGR03018 exopolysaccharide/PEPCTERM locus tyrosine autokinase","Transport and binding proteins:Carbohydrates, organic alcohols, and acids","GO:0009236,GO:0045227,GO:0004715,GO:0030234,GO:0004714,GO:0042242","2.7.10.1,2.7.10.2","Receptor protein-tyrosine kinase.,Non-specific protein-tyrosine kinase."
209681,YP_009081.1,46562206.0,1945,49094,50413,+,DVUA0041,exeA,conserved domain protein (TIGR),COG3267,U,"Type II secretory pathway, component ExeA (predicted ATPase)","TIGR03015 putative secretion ATPase, PEP-CTERM locus subfamily",Protein fate:Protein and peptide secretion and trafficking,"GO:0017111,GO:0000166,GO:0005524",,
209680,YP_009082.1,46562205.0,1945,50590,51912,+,DVUA0042,DVUA0042,"lipoprotein, putative (TIGR)",,,,"TIGR03016 uncharacterized protein,  PEP-CTERM system associated,TIGR03016 uncharacterized protein,  PEP-CTERM system associated",,"GO:0006810,GO:0016020,GO:0005215",,
209679,YP_009083.1,46562204.0,1945,51965,52816,+,DVUA0043,DVUA0043,polysaccharide deacetylase family protein (TIGR),,,,"TIGR03006 polysaccharide deactylase family protein, PEP-CTERM locus subfamily",Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,"GO:0005975,GO:0016810",,
408371,YP_009084.1,46562275.0,1945,52878,53855,+,DVUA0044,DVUA0044,conserved hypothetical protein (TIGR),,,,"TIGR03019 FemAB-related protein, PEP-CTERM system-associated",Unknown function:General,GO:0009252,,
209678,YP_009085.1,46562203.0,1945,53852,55468,+,DVUA0045,DVUA0045,"aminotransferase, DegT/DnrJ/EryC1/StrS family (TIGR)",,,,,,"GO:0003824,GO:0030170",,
209677,YP_009086.1,46562202.0,1945,55465,56913,+,DVUA0046,DVUA0046,"glycosyl transferase, group 2 family protein (TIGR)",,,,,,,,
209676,YP_009087.1,46562201.0,1945,56989,58305,+,DVUA0047,DVUA0047,hypothetical protein (TIGR),,,,,,,,
209674,YP_009088.1,46562200.0,1945,58360,59757,+,DVUA0048,DVUA0048,"exopolysaccharide production protein, putative (TIGR)",COG3307,M,Lipid A core - O-antigen ligase and related enzymes,,,,,
408372,YP_009089.1,46562276.0,1945,59761,61230,+,DVUA0049,DVUA0049,polysaccharide biosynthesis family protein (TIGR),COG2244,R,Membrane protein involved in the export of O-antigen and teichoic acid,,,"GO:0000271,GO:0016020",,
408373,YP_009090.1,46562269.0,1945,61246,62502,+,DVUA0050,DVUA0050,conserved hypothetical protein (TIGR),COG438,M,Glycosyltransferase,,,GO:0009058,,
209672,YP_009091.1,46562199.0,1945,62499,63887,+,DVUA0051,DVUA0051,"glycosyl transferase, group 1 family protein (TIGR)",,,,,,GO:0009058,,
408374,YP_009092.1,46562268.0,1945,64069,64737,+,DVUA0052,DVUA0052,conserved hypothetical protein (TIGR),COG110,R,Acetyltransferase (isoleucine patch superfamily),,,GO:0016740,,
408375,YP_009093.1,46562267.0,1945,64988,65575,+,DVUA0053,DVUA0053,conserved hypothetical protein (TIGR),COG1045,E,Serine acetyltransferase,,,"GO:0008415,GO:0016740",2.3.1.79,Maltose O-acetyltransferase.
209669,YP_009094.1,46562198.0,1945,65572,66972,+,DVUA0054,DVUA0054,"glycosyl transferase, group 1 family protein (TIGR)",COG438,M,Glycosyltransferase,,,GO:0009058,,
209668,YP_009095.1,46562197.0,1945,66969,67922,+,DVUA0055,DVUA0055,"membrane protein, putative (TIGR)",,,,TIGR02602 eight transmembrane protein EpsH (proposed exosortase),Protein fate:Protein and peptide secretion and trafficking,,3.4.-.-,
209667,YP_009096.1,46562196.0,1945,67912,68532,+,DVUA0056,DVUA0056,hypothetical protein (TIGR),,,,TIGR02914 EpsI family protein [epsI],Transport and binding proteins:Unknown substrate,,,
209666,YP_009097.1,46562195.0,1945,68687,70117,+,DVUA0057,atoC,sigma-54 dependent transcriptional regulator/response regulator (TIGR),COG2204,T,"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",,,"GO:0006355,GO:0000160,GO:0005622,GO:0005524,GO:0003700,GO:0008134,GO:0000156,GO:0017111,GO:0000166",,
209665,YP_009098.1,46562194.0,1945,70158,72893,+,DVUA0058,DVUA0058,BNR/Asp-box repeat protein (TIGR),,,,,,GO:0016021,,
209664,YP_009099.1,46562193.0,1945,72938,74314,+,DVUA0059,DVUA0059,conserved hypothetical protein (TIGR),COG3919,R,Predicted ATP-grasp enzyme,,,"GO:0005634,GO:0005524,GO:0003824,GO:0003677",,
209662,YP_009100.1,46562192.0,1945,74453,75838,+,DVUA0060,DVUA0060,"membrane protein, putative (TIGR)",,,,,,GO:0016747,,
209661,YP_009101.1,46562191.0,1945,75835,77187,+,DVUA0061,DVUA0061,"membrane protein, putative (TIGR)",COG3503,S,Predicted membrane protein,,,,,
209660,YP_009102.1,46562190.0,1945,77184,78479,+,DVUA0062,DVUA0062,conserved domain protein (TIGR),COG439,I,Biotin carboxylase,,,"GO:0003824,GO:0005524",,
209659,YP_009103.1,46562189.0,1945,78536,80092,+,DVUA0063,DVUA0063,Orn/DAP/Arg family decarboxylase (TIGR),COG19,E,Diaminopimelate decarboxylase,,,"GO:0003824,GO:0008836",4.1.1.20,Diaminopimelate decarboxylase.
11399253,,,1945,80089,81096,+,,Protein-coding gene,,,,,,,GO:0009252,,
209658,,,1945,81164,82885,+,,Protein-coding gene,conserved domain protein (TIGR),COG1541,H,Coenzyme F390 synthetase,,,,,
209657,YP_009105.1,46562187.0,1945,82882,84918,+,DVUA0065,DVUA0065,sensor histidine kinase (TIGR),COG642,T,Signal transduction histidine kinase,TIGR02916 putative PEP-CTERM system histidine kinase [prsK],Signal transduction:Two-component systems,"GO:0007165,GO:0018106,GO:0016020,GO:0005524,GO:0004871,GO:0000155,GO:0004673",2.7.13.3,Histidine kinase.
209656,YP_009106.1,46562186.0,1945,85372,86784,+,DVUA0066,DVUA0066,"phospholipase, patatin family (TIGR)",COG1752,R,Predicted esterase of the alpha-beta hydrolase superfamily,,,"GO:0006629,GO:0003824,GO:0045735",,
209654,YP_009107.1,46562185.0,1945,88281,87157,-,DVUA0067,DVUA0067,"membrane protein, putative (TIGR)",COG3274,S,Uncharacterized protein conserved in bacteria,,,GO:0016747,,
209653,YP_009108.1,46562184.0,1945,90315,88333,-,DVUA0068,DVUA0068,"membrane protein, putative (TIGR)",,,,,,,,
11399254,,,1945,90988,90359,-,,Protein-coding gene,,,,,,,,,
209652,YP_009109.1,46562183.0,1945,92028,90871,-,DVUA0069,DVUA0069,"GtrA family protein, selenocysteine-containing (TIGR)",,,,,,"GO:0006810,GO:0000271,GO:0016021,GO:0004582",2.4.1.83,Dolichyl-phosphate beta-D-mannosyltransferase.
209650,YP_009110.1,46562182.0,1945,94022,92091,-,DVUA0070,DVUA0070,conserved domain protein (TIGR),,,,,,"GO:0008152,GO:0008168",,
408376,YP_009111.1,46562181.0,1945,96271,94115,-,DVUA0071,DVUA0071,"glycosyl transferase, group 1/2 family protein (TIGR)",COG438,M,Glycosyltransferase,,,"GO:0006412,GO:0009058,GO:0005840,GO:0003735",,
209648,YP_009112.1,46562180.0,1945,97737,96400,-,DVUA0072,DVUA0072,"glycosyl transferase, group 1 family protein (TIGR)",COG438,M,Glycosyltransferase,,,GO:0009058,,
209647,YP_009113.1,46562179.0,1945,100515,97846,-,DVUA0073,DVUA0073,"asparagine synthase (glutamine-hydrolyzing), putative (TIGR)",COG367,E,Asparagine synthase (glutamine-hydrolyzing),TIGR01536 asparagine synthase (glutamine-hydrolyzing) [asnB],Amino acid biosynthesis:Aspartate family,"GO:0006529,GO:0004066",6.3.5.4,Asparagine synthase (glutamine-hydrolyzing).
209646,YP_009114.1,46562178.0,1945,101295,100606,-,DVUA0074,DVUA0074,sulfotransferase family protein (TIGR),,,,,,GO:0008146,,
209644,YP_009115.1,46562177.0,1945,102789,101383,-,DVUA0075,DVUA0075,radical SAM domain protein (TIGR),,,,,,"GO:0008152,GO:0003824,GO:0051536",,
209643,YP_009116.1,46562176.0,1945,104198,102804,-,DVUA0076,DVUA0076,"ABC transporter, ATP-binding protein (TIGR)",COG1134,GM,"ABC-type polysaccharide/polyol phosphate transport system, ATPase component",,,"GO:0006118,GO:0005524,GO:0016887,GO:0009055,GO:0005489,GO:0005507",,
408377,YP_009117.1,46562266.0,1945,105114,104230,-,DVUA0077,DVUA0077,"ABC transporter, permease protein (TIGR)",COG1682,GM,"ABC-type polysaccharide/polyol phosphate export systems, permease component",,,"GO:0006810,GO:0016020,GO:0005524,GO:0042626",,
209640,YP_009119.1,46562175.0,1945,105582,106268,+,DVUA0079,cysC,adenylylsulfate kinase (TIGR),COG529,P,Adenylylsulfate kinase and related kinases,TIGR00455 adenylylsulfate kinase [cysC],Central intermediary metabolism:Sulfur metabolism,"GO:0000103,GO:0006790,GO:0005524,GO:0004020",2.7.1.25,Adenylyl-sulfate kinase.
408379,YP_009120.1,46562264.0,1945,106366,107247,+,DVUA0080,DVUA0080,"glycosyl transferase, group 2 family protein (TIGR)",,,,,,,,
209639,YP_009121.1,46562174.0,1945,107247,109361,+,DVUA0081,DVUA0081,"glycosyl transferase, group 1/2 family protein (TIGR)",COG438,M,Glycosyltransferase,,,GO:0009058,,
209638,YP_009122.1,46562173.0,1945,110697,109666,-,DVUA0082,xerD,"site-specific recombinase, phage integrase family (TIGR)",COG4973,L,Site-specific recombinase XerC,,,"GO:0006810,GO:0006310,GO:0015074,GO:0003677,GO:0005215",,
209636,YP_009124.1,46562171.0,1945,111110,111301,+,DVUA0084,DVUA0084,"transcriptional regulator, AbrB family (TIGR)",,,,,,,,
209635,YP_009125.1,46562170.0,1945,111356,114886,+,DVUA0085,DVUA0085,conserved hypothetical protein (TIGR),,,,,,"GO:0000166,GO:0005524,GO:0017111",,
209634,YP_009126.1,46562169.0,1945,116089,114998,-,DVUA0086,DVUA0086,response regulator (TIGR),COG3437,KT,Response regulator containing a CheY-like receiver domain and an HD-GYP domain,,,"GO:0000160,GO:0006355,GO:0003677,GO:0003824,GO:0000156",,
11399255,,,1945,116478,116086,-,,Protein-coding gene,,COG784,T,FOG: CheY-like receiver,,,"GO:0000160,GO:0006355,GO:0000156",,
209633,YP_009127.1,46562168.0,1945,119588,116475,-,DVUA0087,DVUA0087,sensory box histidine kinase (TIGR),COG3852,T,"Signal transduction histidine kinase, nitrogen specific","TIGR00229 PAS domain S-box protein,TIGR00229 PAS domain S-box protein,TIGR00229 PAS domain S-box protein",Regulatory functions:Small molecule interactions,"GO:0018106,GO:0006355,GO:0000160,GO:0016020,GO:0000155,GO:0005524",,
408380,YP_009128.1,46562263.0,1945,120796,119777,-,DVUA0088,DVUA0088,conserved hypothetical protein (TIGR),COG2984,R,"ABC-type uncharacterized transport system, periplasmic component",,,,,
209631,YP_009129.1,46562167.0,1945,121906,121289,-,DVUA0089,DVUA0089,hypothetical protein (TIGR),,,,TIGR02595 PEP-CTERM putative exosortase interaction domain,Cell envelope:Surface structures,,,
209630,YP_009130.1,46562166.0,1945,122486,123358,+,DVUA0090,DVUA0090,"membrane protein, putative (TIGR)",,,,,,,,
209629,YP_009131.1,46562165.0,1945,123495,124952,+,DVUA0091,katA,catalase (TIGR),COG753,P,Catalase,,,"GO:0006979,GO:0006118,GO:0020037,GO:0004096,GO:0005506",1.11.1.6,Catalase.
209628,YP_009132.1,46562164.0,1945,125650,125171,-,DVUA0092,DVUA0092,hypothetical protein (TIGR),,,,,,,,
209627,YP_009133.1,46562163.0,1945,127176,125839,-,DVUA0093,DVUA0093,chromate transport family protein (TIGR),COG2059,P,Chromate transport protein ChrA,"TIGR00937 chromate transporter, chromate ion transporter (CHR) family [chr]",Transport and binding proteins:Anions,"GO:0015703,GO:0015109",,
408381,YP_009134.1,46562262.0,1945,128190,127186,-,DVUA0094,chrB,chrB protein (TIGR),COG4275,S,Uncharacterized conserved protein,,,,,
11399256,,,1945,128488,128177,-,,Protein-coding gene,,COG607,P,Rhodanese-related sulfurtransferase,,,,,
11399257,,,1945,128830,128552,-,,Protein-coding gene,,,,,,,,,
209625,YP_009136.1,46562161.0,1945,129163,130374,+,DVUA0096,DVUA0096,major facilitator superfamily protein (TIGR),COG2814,G,Arabinose efflux permease,,,"GO:0006810,GO:0016021,GO:0005215",,
11399258,,,1945,130427,130636,+,,Protein-coding gene,,,,,,,,,
209624,YP_009137.1,46562160.0,1945,130707,132206,+,DVUA0097,DVUA0097,radical SAM domain protein (TIGR),,,,,,"GO:0046872,GO:0003824,GO:0051539",,
209623,YP_009138.1,46562159.0,1945,133400,132351,-,DVUA0098,DVUA0098,"dehydrogenase, putative (TIGR)",COG371,C,Glycerol dehydrogenase and related enzymes,,,"GO:0009073,GO:0006810,GO:0008152,GO:0016020,GO:0046872,GO:0005215,GO:0050492,GO:0003856",1.1.1.261,sn-glycerol-1-phosphate dehydrogenase.
209622,YP_009139.1,46562158.0,1945,135753,133570,-,DVUA0099,DVUA0099,HAMP domain protein (TIGR),COG2208,TK,"Serine phosphatase RsbU, regulator of sigma subunit",,,"GO:0007165,GO:0016020,GO:0003824,GO:0004721,GO:0004871",,
11399259,,,1945,136115,135741,-,,Protein-coding gene,,,,,,,,,
209621,YP_009140.1,46562157.0,1945,137839,136112,-,DVUA0100,flrC,sigma-54 dependent transcriptional regulator (TIGR),COG2204,T,"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",,,"GO:0006355,GO:0000160,GO:0005622,GO:0005524,GO:0017111,GO:0003700,GO:0008134,GO:0000166",,
209620,YP_009141.1,46562156.0,1945,138927,137887,-,DVUA0101,flhB,"type III secretion protein, hrpY/hrcU family (TIGR)",COG1377,NU,"Flagellar biosynthesis pathway, component FlhB","TIGR01404 type III secretion protein, YscU/HrpY family",Cellular processes:Pathogenesis,"GO:0009306,GO:0006810,GO:0016021",,
209619,YP_009142.1,46562155.0,1945,139739,138924,-,DVUA0102,escT,type III secretion inner membrane protein (TIGR),COG4791,U,"Type III secretory pathway, component EscT",TIGR01401 type III secretion apparatus protein SpaR/YscT/HrcT [epaR],Cellular processes:Pathogenesis,"GO:0006605,GO:0016020,GO:0016021",,
209618,YP_009143.1,46562154.0,1945,140006,139746,-,DVUA0103,invX,"type III secretion protein, HrpO family (TIGR)",COG4794,U,"Type III secretory pathway, component EscS","TIGR01403 type III secretion protein, HrpO family",Cellular processes:Pathogenesis,"GO:0009306,GO:0006810,GO:0016021",,
209617,YP_009144.1,46562153.0,1945,142421,140328,-,DVUA0104,sctV,"type III secretion inner membrane protein, HrcV family (TIGR)",COG4789,U,"Type III secretory pathway, component EscV","TIGR01399 type III secretion protein, HrcV family",Cellular processes:Pathogenesis,"GO:0015031,GO:0009306,GO:0016021",,
11399260,,,1945,142777,142418,-,,Protein-coding gene,,,,,,,GO:0005488,,
11399261,,,1945,143148,142780,-,,Protein-coding gene,,,,,,,,,
408382,YP_009145.1,46562277.0,1945,143519,143145,-,DVUA0105,DVUA0105,conserved hypothetical protein (TIGR),,,,TIGR02503 type III secretion chaperone SycN [sycN],Cellular processes:Pathogenesis,"GO:0009306,GO:0009405,GO:0050708,GO:0005737",,
